id	 artist	 title	 date	 materials	 address	 description	 type	 url1	 url2	 loc_lat	, loc_long
ID_00112	 Community Friends & Networks Program (South),	 Community Friends	 2011	 <Null>	 Murray St (outside Hudson's Coffee)	 <Null>	 <Null>	 http://www.hobartcity.com.au/files/f59f49ae-1c36-4c4f-b0d4-9f4b00efc11f/9408_1.jpg	 http://www.hobartcity.com.au/files/f7a1cab0-df80-4ad5-9a04-9f4b00efc186/9408_2.jpg	 -42.88320747598108	 147.3267526198493
ID_00113	 Wendy Fitch	 The Creature	 2012	 <Null>	 Cnr Macquarie St & Southern Outlet	 <Null>	 <Null>	 http://www.hobartcity.com.au/files/8ab77622-f75a-4618-bc38-a08d00f2b8fe/9413_p1020213-1-1_w430_h620_Small.jpg	 http://www.hobartcity.com.au/files/cdaefa02-16ab-4472-bfe3-a08d00f2ccfd/9413_p1020215-1-1_w430_h620_Small.jpg	 -42.89233572099871	 147.3173309647146
ID_00114	 Hayley Francis	 The Brisbane Stack	 2012	 <Null>	 Cnr Brisbane & Campbell Sts	 <Null>	 <Null>	 http://www.hobartcity.com.au/files/40c68cc2-fcd5-46a2-9142-a08d00f3103e/9415_img-1660_w430_h620_Small.jpg	 http://www.hobartcity.com.au/files/8e5a9c2e-8604-4a52-ac1f-a08d00f31e8b/9415_img-1662-2_w430_h620_Small.jpg	 -42.8769713739641	 147.3266295864027
ID_00115	 Argyle St near the Royal Hobart Hospital	 Forever Young	 2011	 <Null>	 Argyle St near the Royal Hobart Hospital	 <Null>	 <Null>	 http://www.hobartcity.com.au/files/d47ac1ca-24fc-42c3-9362-9ffa00ecc9b7/9429_a_.jpg	 http://www.hobartcity.com.au/files/97703256-0f5e-422a-914a-9ffa00ecda4e/9429_b.jpg	 -42.88092933469534	 147.3293723919606
ID_00116	 Campbell St Primary School	 Our School in our Community	 2012	 <Null>	 Cnr Campbell & Warwick Sts	 <Null>	 <Null>	 http://www.hobartcity.com.au/files/9e6647c9-900f-48eb-ac54-a0b001017ea5/9437_Small.jpg	 http://www.hobartcity.com.au/files/09225db9-6533-4c7d-a3e0-a0b0010f8d89/9437_2Small.jpg	 -42.87440269923783	 147.3234250690377
ID_00117	 Guilford Young College.	 Sense of Place	 2012	 <Null>	 Cnr Harrington & Melville Sts	 <Null>	 <Null>	 http://www.hobartcity.com.au/files/1911dc10-a518-4e88-9c51-a0b00101941b/9466_Small.jpg	 http://www.hobartcity.com.au/files/37eb4fea-fe36-4c2e-a610-a0b300a6cda2/9466_3_Small.jpg	 -42.88231167785222	 147.321932443038
ID_00118	 Patrick Hall, Lynda Warner & Chirs Viney	 Beaumaris Zoo gate	 2002	 steel, tiles, images	 Carriage Drive, Queens Domain	 <Null>	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image39.jpeg	 	 -42.87059157293668	 147.333000778231
ID_00119	 Stephen Walker	 Antipodean Voyage	 1972	 houn pine, steel	 Royal Tasmania Botanical Gardens	 Huion pine fountain sculpture	 <Null>	 http://hccapps.hobartcity.com.au/gis/PublicArt/Antipodean Voyage.jpg	 	 -42.86511702003725	 147.3334799964881
ID_00120	 Ronald Sinclair	 Long Beach bathing pavillion	 1962	 concrete	 Bathing Pavillion, Long Beach Sandy Bay	 Bas-relief	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image43.jpeg	 	 -42.91381700886378	 147.357278279414
ID_00121	 Audrey Hutchinson	 Tree Sculpture	 1986	 	 McRobies Gully Recycling centre	 Sculpture	 <Null>	 http://hccapps.hobartcity.com.au/gis/PublicArt/image70.jpeg	 	 -42.89064777084187	 147.2907815910176
ID_00122	 Aquila Night	 Recycled Gate	 1985	 steel	 McRobies Gully Recycling centre	 Sculpture	 <Null>	 http://hccapps.hobartcity.com.au/gis/PublicArt/image71.jpeg	 	 -42.89066344639913	 147.2907475078366
ID_00123	 Robert Morris-Nunn	 Pipe sculpture	 1993	 	 Waterworks reserve	 	 <Null>	 http://hccapps.hobartcity.com.au/gis/PublicArt/image72.jpeg	 	 -42.90769916324635	 147.2926811259526
ID_00124	 Tom Samek, Bevan Reeves	 Play equipment	 1997	 Timber, paint	 Wellington Court	 Wooden play equipment and sculpted shapes	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image15.jpeg	 	 -42.88134056292964	 147.3285195460969
ID_00125	 Julie Stoneman, Richard Bladel	 Youth Arts Project, Bidencopes Lane	 1998	 Aluminium bands bearing text on walls	 Bidencopes Lane	 <Null>	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image24.jpeg	 	 -42.88224783810149	 147.3244518406399
ID_00126	 Unknown	 Art pavers	 1998	 Pavers	 Collins Street	 Art pavers	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image25.jpeg	 	 -42.87919042177004	 147.3327839285177
ID_00127	 Julie Hawkins	 The More Things Change …	 2002	 metal	 Victoria Walk	 Metal interpretive signs	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image26.jpeg	 	 -42.88394307333212	 147.3254118028119
ID_00128	 Julie Hawkins	 The More Things Change …	 2002	 metal	 Victoria Walk	 Metal interpretive signs	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image26.jpeg	 	 -42.88397015261556	 147.3254411057007
ID_00129	 Julie Hawkins	 Welcome to Victoria Walk	 2002	 aluminium	 Victoria walk	 Interpretive sign	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image27.jpeg	 	 -42.8841069375395	 147.325601232779
ID_00130	 Vlase Nikoleski	 Endeavour plaque	 1970	 Bronze	 Hobart Town Hall, Maquarie st	 Bronze representation of Cook's ship, Endeavour	 <Null>	 http://hccapps.hobartcity.com.au/gis/PublicArt/image28.jpeg	 	 -42.8825108984952	 147.3308171184132
ID_00131	 Leonard Jennings	 Edward VII Peacemaker	 1921	 Bronze	 Franklin Square	 Statue of a Edward VII	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image29.jpeg	 	 -42.88313046358675	 147.3299713807799
ID_00132	 M Racci	 Dr William Lodewyk Crowther	 1889	 Bronze	 Franklin Square	 Bronze statue of William Crowther	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image30.jpeg	 	 -42.88360598878336	 147.3303880849341
ID_00133	 Unknown	 John Franklin fountain	 1864	 Bronze	 Franklin Square	 Bronze statue and fountain	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image31.jpeg	 http://hccapps.hobartcity.com.au/gis/PublicArt/image32.jpeg	 -42.88335217448925	 147.3302354689147
ID_00134	 Bernard Walker, Elizabeth Conlon	 Hobart Cenotaph	 1925	 Stone, Bronze	 Regatta Grounds	 Granite obelisk, bluestone base	 Memorial	 http://hccapps.hobartcity.com.au/gis/PublicArt/image37.jpeg	 	 -42.87782018668677	 147.3365474659353
ID_00135	 Benjamin Sheppard	 Boer War memorial	 1905	 Bronze, stone	 Queens Domain	 Bronze statue of Boer War soldier	 Memorial	 http://hccapps.hobartcity.com.au/gis/PublicArt/image36.jpeg	 	 -42.87613317907686	 147.3335005520371
ID_00136	 Lorraine and Bob Jennings	 Monument to the Canadian convicts	 1995	 Stone, glass	 Princes Park	 <Null>	 Memorial	 http://hccapps.hobartcity.com.au/gis/PublicArt/image42.jpeg	 	 -42.88776142837354	 147.337636187552
ID_00137	 Bruce Pringle	 Gate	 1990	 Wrought iron	 North Hobart Cultural Park	 Curly wrought iron gate	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image53.jpeg	 	 -42.87694447176342	 147.3164712679249
ID_00138	 Linda Warner, Juile Stoneman, Chris Viney	 Migration Wall	 2001	 Paint	 North Hobart Memorial Park	 Mural	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image54.jpeg	 	 -42.87708895605385	 147.3169390561209
ID_00139	 Unknown	 Poem Monument	 1993	 Stone	 Stoke Street Reserve	 Granite block with the text	 Memorial	 http://hccapps.hobartcity.com.au/gis/PublicArt/image55.jpeg	 	 -42.86428880694362	 147.3109924474019
ID_00140	 Greg Duncan	 Penny-farthing sculpture	 1997	 Steel	 Girrabong Rd and Lennah Valley Road.	 Red-painted welded iron sculpture	 Urban Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image55.jpeg	 	 -42.86338900586171	 147.2821818883572
ID_00141	 Julie Stoneman	 Totem Pole	 <Null>	 Timber, paint	 Risely Court Playground, Lenah Valley	 Totem Pole	 <Null>	 http://hccapps.hobartcity.com.au/gis/PublicArt/image57.jpeg	 	 -42.85774624765327	 147.2761645614533
ID_00142	 Julie Stoneman	 Totem Pole	 <Null>	 Timber, paint	 Kalang avenue Playground.	 Celery top pine totem pole	 <Null>	 http://hccapps.hobartcity.com.au/gis/PublicArt/image58.jpeg	 	 -42.86011290026107	 147.2825943836745
ID_00143	 Juile Stoneman, various	 BBQ pit mural	 1995	 Concrete, steel, tiles	 Train Park West Hobart	 Mural	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image67.jpeg	 	 -42.88209528999936	 147.3131547330428
ID_00144	 Julie Stoneman	 Interpretive Sculpture	 2003	 Steel	 Hobart Rivulet linear park near McFarlane Street	 Steel girders with informative plates	 <Null>	 http://hccapps.hobartcity.com.au/gis/PublicArt/image68.jpeg	 	 -42.89437273400512	 147.3043632168407
ID_00145	 Unknown	 Mural	 1982	 Paint	 Anglesea Street	 Painted Mural	 Public Art	 http://hccapps.hobartcity.com.au/gis/PublicArt/image69.jpeg	 	 -42.89539678175014	 147.3095604403816
ID_00146	 Ken Betlehelm	 Dazza	 2010	 Aluminium	 TMAG, 40 Macquarie Street	 Lazer cut aluminium, human silhouette	 Bike Rack	 http://hccapps.hobartcity.com.au/gis/PublicArt/IMG_0074.jpg	 	 -42.88172884553641	 147.3317801852531
ID_00147	 <Null>	 Queen Elizabeth 50th Anniversary	 1954	 Granite, Bronze	 Hunter Street	 Memorial	 Memorial	 http://hccapps.hobartcity.com.au/gis/PublicArt/IMG_0076.JPG	 	 -42.88174206681939	 147.3355411122033
ID_00148	 Sue Small, Wendy Edwards and Simon Pankhurst	 People and their imprints	 2014	 Steel, Ceramic tiles, concrete	 New Town Rivulet Linear Park	 <Null>	 Flora, Fauna and Foray	 http://www.hobartcity.com.au/files/81e9b273-d4e8-4068-ae66-a3fb00a55e65/Foray_1_-_People_and_their_imprints_-_Image_by_Jonathan_Wherrett_web.jpg	 	 -42.86490775287734	 147.2806904048244
ID_00149	 Sue Small, Wendy Edwards and Simon Pankhurst	 Threatened fauna	 2014	 Steel, Ceramic tiles, concrete	 New Town Rivulet Linear Park	 <Null>	 Flora, Fauna and Foray	 http://www.hobartcity.com.au/files/3ac4d1f1-efd9-419d-a037-a3fb00a576b1/Foray_2_-_Threatened_Fauna_-_Image_by_Jonathan_Wherrett_web.jpg	 	 -42.8652199328339	 147.2777378312531
ID_00150	 Sue Small, Wendy Edwards and Simon Pankhurst	 Flora	 2014	 Steel, Ceramic tiles, concrete	 New Town Rivulet Linear Park	 Local plant species	 Flora, Fauna and Foray	 http://www.hobartcity.com.au/files/da3014da-81b2-4b16-9323-a3fb00a4f9c7/Flora_-_Image_by_Jonathan_Wherrett_web.jpg	 http://www.hobartcity.com.au/files/fcd4d6be-5c18-4680-8a43-a3fb00a54846/Flora_detail_-_Image_by_Jonathan_Wherrett_web.jpg	 -42.86561550714906	 147.2757443552269
ID_00151	 Sue Small, Wendy Edwards and Simon Pankhurst	 Fauna	 2014	 Steel, Ceramic tiles, concrete	 New Town Rivulet Linear Park	 Rivulet life	 Flora, Fauna and Foray	 http://www.hobartcity.com.au/files/8492b4ab-bf27-4f88-bf31-a3fb00a4c2e5/Fauna_-_Image_by_Jonathan_Wherrett_web.jpg	 	 -42.86680110384278	 147.2701524599592
ID_00152	 Sue Small, Wendy Edwards and Simon Pankhurst	 Geology	 2014	 Steel, Ceramic tiles, concrete	 New Town Rivulet Linear Park	 <Null>	 Flora, Fauna and Foray	 http://www.hobartcity.com.au/files/cee4e281-ccde-448c-a90b-a3fb00a58cff/Foray_3_-_Geology_detail_-_Image_by_Jonathan_Wherrett_web.jpg	 	 -42.86742470153721	 147.2684060451063
ID_00153	 Sue Small, Wendy Edwards and Simon Pankhurst	 River fauna	 2014	 Steel, Ceramic tiles, concrete	 New Town Rivulet Linear Park	 <Null>	 Flora, Fauna and Foray	 http://www.hobartcity.com.au/files/eceaf9d4-0c6d-49b8-8826-a3fb00a5a36d/Foray_4_-_River_Fauna_-_Image_by_Jonathan_Wherrett_web.jpg	 	 -42.87057696153998	 147.2653358873318
ID_00154	 Sue Small, Wendy Edwards and Simon Pankhurst	 Vegetation	 2014	 Steel, Ceramic tiles, concrete	 New Town Rivulet Linear Park	 <Null>	 Flora, Fauna and Foray	 http://www.hobartcity.com.au/files/f5ccfed5-d39e-4d41-899e-a3fb00a5bbab/Foray_5_-_Vegetation_-_Image_by_Jonathan_Wherrett_web.jpg	 	 -42.87454151591638	 147.2570597281183
